symbol,company_name,market_cap,latest_volume,cycle,isPurePrediction,release_date,whenInTheDay,end_price(first_available_sell_point),did_end_price_date_calculation_succeed,prediction [%],confidence,actual_price_change [%],digression [%],signComparison(predict/actual),start_price,n_open_price,n_close_price,n_high_price,n_low_price,n+1_open_price,n+1_close_price,n+1_high_price,n+1_low_price,n+2_close_price,n+2_high_price,n+2_low_price,n+3_close_price,n+3_high_price,n+3_low_price,n+4_close_price,n+4_high_price,n+4_low_price,n+5_close_price,n+5_high_price,n+5_low_price,factor_price_change_list,prediction 0 [%],factor_price_change_list_parsed,prediction_by_factor_1,prediction_by_factor_2,prediction_by_factor_3,prediction_by_factor_4,is_false_positive_factor_1,is_false_negative_factor_1,is_false_positive_factor_2,is_false_negative_factor_2,is_false_positive_factor_3,is_false_negative_factor_3,is_false_positive_factor_4,is_false_negative_factor_4,end_price,didWin,didWin_always_buy
IREN,IREN Limited Ordinary Shares,2060085340.0,18500608,4,False,2025-02-12,After market close,12.9,True,8.45,0.7,5.31400966183575,4.59,+/+,12.42,12.02,13.01,13.17,11.97,12.9,13.08,13.17,12.15,13.01,13.32,12.83,12.97,13.5,12.53,13.0,13.62,12.97,12.36,13.3,12.09,"[15.0, 5.0, -1.5, 10.0]",8.45,"[15.0, 5.0, -1.5, 10.0]",15.0,5.0,-1.5,10.0,False,False,False,False,False,True,False,False,13.08,True,True
IAG,Iamgold Corporation Ordinary Shares,3262116000.0,18524251,4,False,2025-02-20,After market close,5.9,True,0.12,0.45,-8.038585209003216,5.27,+/-,6.22,6.2,6.31,6.39,6.19,5.9,5.72,6.06,5.68,,,,,,,,,,,,,"[10.5, 5.5, -0.5, -10.0]",0.12,"[10.5, 5.5, -0.5, -10.0]",10.5,5.5,-0.5,-10.0,True,False,True,False,False,False,False,False,5.72,False,False
ITW,Illinois Tool Works Inc. Common Stock,77566180000.0,918393,4,False,2025-02-05,Before market open,248.0,True,3.01,0.7,-0.17276582377885885,5.63,+/-,254.68,248.0,254.24,254.45,244.69,255.31,255.09,255.31,248.47,255.56,255.9,252.8,257.61,258.37,255.69,258.68,258.75,255.82,256.05,256.82,252.35,"[5.0, 3.5, 3.0, 5.0]",3.01,"[5.0, 3.5, 3.0, 5.0]",5.0,3.5,3.0,5.0,True,False,True,False,True,False,True,False,254.24,False,False
ILMN,Illumina Inc. Common Stock,14921280000.0,4226014,4,False,2025-02-06,After market close,111.3,True,-0.99,0.55,-10.92396535129933,9.74,-/-,124.68,125.49,122.8,126.39,121.64,111.3,111.06,115.16,108.81,104.99,106.1,101.91,100.68,105.68,100.42,103.57,103.8,99.35,101.78,104.35,101.1,"[-5.0, 5.0, 1.0, -5.0]",-0.99,"[-5.0, 5.0, 1.0, -5.0]",-5.0,5.0,1.0,-5.0,False,False,True,False,True,False,False,False,111.06,True,False
INCY,Incyte Corp. Common Stock,13955040879.0,1514741,4,False,2025-02-10,Before market open,73.01,True,3.02,0.68,-7.864562255497098,4.54,+/-,74.13,73.01,68.3,73.42,67.56,67.52,66.33,68.69,66.26,69.05,69.1,65.56,70.01,72.69,68.03,70.42,71.8,69.73,71.27,71.68,70.5,"[5.0, 5.0, 1.5, -0.1]",3.02,"[5.0, 5.0, 1.5, -0.1]",5.0,5.0,1.5,-0.1,True,False,True,False,True,False,False,False,68.3,False,False
INFA,Informatica Inc. Class A Common Stock,5890593666.0,2708498,4,False,2025-02-13,After market close,16.67,True,-3.8,0.41,-24.329501915708818,32.33,-/-,26.1,26.25,25.17,26.38,24.64,16.67,19.75,19.9,16.37,20.38,20.48,19.56,19.92,20.44,19.6,19.83,20.24,19.47,19.29,20.29,19.27,"[-10.0, 5.0, 1.0, -10.0]",-3.8,"[-10.0, 5.0, 1.0, -10.0]",-10.0,5.0,1.0,-10.0,False,False,True,False,True,False,False,False,19.75,True,False
INFY,Infosys Limited American Depositary Shares,87895623395.0,13778220,4,False,2025-01-16,Before market open,22.6,True,4.47,0.85,-5.766710353866318,5.74,+/-,22.89,22.6,21.57,22.6,21.31,21.24,21.19,21.5,21.11,21.15,21.17,20.93,21.61,21.69,21.33,21.78,21.8,21.52,21.68,21.85,21.67,"[6.5, 5.0, 0.1, 5.0]",4.47,"[6.5, 5.0, 0.1, 5.0]",6.5,5.0,0.1,5.0,True,False,True,False,True,False,True,False,21.57,False,False
IR,Ingersoll Rand Inc. Common Stock,33734037025.0,2647871,4,False,2025-02-13,After market close,88.0,True,3.8,0.8,-6.163108921729607,7.47,+/-,91.35,91.16,92.55,92.74,90.85,88.0,85.72,89.22,85.57,86.75,87.1,85.69,85.69,87.17,85.39,86.77,87.19,85.35,83.69,86.89,83.26,"[5.0, 2.5, 1.5, 5.0]",3.8,"[5.0, 2.5, 1.5, 5.0]",5.0,2.5,1.5,5.0,True,False,True,False,True,False,True,False,85.72,False,False
INGR,Ingredion Incorporated Common Stock,8345389507.0,695239,4,False,2025-02-04,Before market open,132.0,True,4.3,0.76,-5.640911452534695,6.33,+/-,134.73,132.0,127.13,132.71,124.54,126.26,126.27,127.76,125.31,127.39,128.49,125.36,127.9,128.01,126.42,127.56,128.91,126.61,128.66,129.0,127.03,"[5.0, 5.0, 1.5, 5.0]",4.3,"[5.0, 5.0, 1.5, 5.0]",5.0,5.0,1.5,5.0,True,False,True,False,True,False,True,False,127.13,False,False
INOD,Innodata Inc. Common Stock,1795410059.0,12835144,4,False,2025-02-20,After market close,59.46,True,8.7,0.85,4.0154569892473,8.8,+/+,59.52,55.59,54.56,55.59,48.5,59.46,61.91,71.0,58.5,,,,,,,,,,,,,"[10.0, 12.5, 1.0, 10.0]",8.7,"[10.0, 12.5, 1.0, 10.0]",10.0,12.5,1.0,10.0,True,False,True,False,True,False,True,False,61.91,True,True
NSIT,Insight Enterprises Inc. Common Stock,5112075060.0,320969,4,False,2025-02-06,Before market open,181.92,True,6.08,0.85,-2.70114942528735,1.53,+/-,174.0,181.92,169.3,181.92,167.28,168.18,167.47,170.64,166.72,167.6,169.61,165.61,167.51,170.19,166.87,166.35,167.55,163.97,167.57,167.93,165.06,"[8.5, 5.0, 5.0, 5.0]",6.08,"[8.5, 5.0, 5.0, 5.0]",8.5,5.0,5.0,5.0,False,False,False,False,False,False,False,False,169.3,False,False
INSM,Insmed Incorporated Common Stock,14501854564.0,2722240,4,False,2025-02-20,Before market open,80.1,True,1.61,0.5,-0.2624358821424298,6.06,+/-,83.83,80.1,83.61,84.28,79.5,84.46,81.06,84.91,80.43,,,,,,,,,,,,,"[5.0, 5.0, -1.5, -2.0]",1.61,"[5.0, 5.0, -1.5, -2.0]",5.0,5.0,-1.5,-2.0,True,False,True,False,False,False,False,False,83.61,False,False
INSP,Inspire Medical Systems Inc. Common Stock,5260979249.0,436322,4,False,2025-02-10,After market close,170.49,True,7.06,0.75,1.0101564644523764,13.46,+/+,182.15,181.62,180.99,185.68,179.21,170.49,183.99,186.23,170.02,187.01,191.0,181.95,187.15,187.66,178.08,185.61,189.14,183.63,180.08,185.37,178.6,"[15.0, 5.0, 1.0, 5.0]",7.06,"[15.0, 5.0, 1.0, 5.0]",15.0,5.0,1.0,5.0,True,False,True,False,True,False,True,False,183.99,True,True
PODD,Insulet Corporation Common Stock,19836942370.0,1410497,4,False,2025-02-20,After market close,276.35,True,9.9,0.75,-0.310208685843202,12.48,+/-,283.68,281.61,288.29,288.93,281.61,276.35,282.8,286.66,274.87,,,,,,,,,,,,,"[12.0, 5.0, -1.0, 15.0]",9.9,"[12.0, 5.0, -1.0, 15.0]",12.0,5.0,-1.0,15.0,True,False,True,False,False,False,True,False,282.8,False,False
INTC,Intel Corporation Common Stock,107687100000.0,111334648,4,False,2025-01-30,After market close,20.1,True,-0.07,0.32,-1.6202531645569636,-1.85,-/-,19.75,19.72,20.01,20.1,19.43,20.1,19.43,20.33,19.38,19.38,19.75,18.78,19.29,19.53,19.02,19.65,19.77,18.91,19.38,19.7,19.22,"[10.0, 5.0, 0.5, -10.0]",-0.07,"[10.0, 5.0, 0.5, -10.0]",10.0,5.0,0.5,-10.0,False,False,False,False,False,False,False,True,19.43,True,False
NTLA,Intellia Therapeutics Inc. Common Stock,1239497121.0,4444702,3,False,2024-11-07,Before market open,16.2,True,-3.65,0.35,-0.3735990037359821,-4.52,-/-,16.06,16.2,16.0,17.15,15.67,16.05,16.73,17.0,15.61,17.5,17.83,16.94,16.65,17.24,16.36,16.11,17.3,16.1,15.12,16.28,15.01,"[-5.0, 5.0, -1.5, -10.0]",-3.65,"[-5.0, 5.0, -1.5, -10.0]",-5.0,5.0,-1.5,-10.0,False,True,False,False,False,True,False,True,16.0,True,False
IDCC,InterDigital Inc. Common Stock,5429606267.0,315962,4,False,2025-02-06,Before market open,200.0,True,8.09,0.7,16.049315068493147,-1.5,+/+,182.5,200.0,211.79,213.37,192.0,209.13,204.39,213.38,198.12,207.05,211.45,203.9,207.62,209.41,204.17,210.14,212.0,206.06,214.97,215.85,210.3,"[10.0, 4.5, -1.0, 15.0]",8.09,"[10.0, 4.5, -1.0, 15.0]",10.0,4.5,-1.0,15.0,False,False,False,False,False,True,False,False,211.79,True,True
IBKR,Interactive Brokers Group Inc. Class A Common Stock,23815120950.0,2101122,4,False,2025-01-21,After market close,207.0,True,6.11,0.75,10.358251354621494,-2.78,+/+,190.09,192.64,192.83,194.87,190.66,207.0,209.78,211.14,202.43,208.55,212.84,203.99,218.99,220.66,208.89,203.87,214.0,201.21,207.75,208.62,204.0,"[7.5, 7.0, -3.0, 10.0]",6.11,"[7.5, 7.0, -3.0, 10.0]",7.5,7.0,-3.0,10.0,False,False,False,False,False,True,False,False,209.78,True,True
ICE,Intercontinental Exchange Inc. Common Stock,96452202712.0,2853144,4,False,2025-02-06,Before market open,165.53,True,5.35,0.82,4.3434971997511,2.34,+/+,160.7,165.53,167.68,169.75,164.0,166.47,166.83,167.87,164.14,167.12,167.75,165.77,166.94,167.07,165.1,166.56,166.86,164.34,168.57,169.04,167.03,"[5.0, 5.0, 10.0, 3.0]",5.35,"[5.0, 5.0, 10.0, 3.0]",5.0,5.0,10.0,3.0,False,False,False,False,False,False,False,False,167.68,True,True
IBM,International Business Machines Corporation Common Stock,241776214345.0,5665890,4,False,2025-01-29,After market close,248.35,True,12.3,0.75,14.44885577909623,1.51,+/+,224.17,224.13,227.12,227.95,222.25,248.35,256.56,260.07,245.38,254.01,255.54,250.22,259.0,260.33,250.17,262.71,263.49,256.41,261.56,263.96,259.45,"[10.0, 4.5, -1.0, 30.0]",12.3,"[10.0, 4.5, -1.0, 30.0]",10.0,4.5,-1.0,30.0,False,False,False,False,False,True,False,False,256.56,True,True
IFF,International Flavors & Fragrances Inc. Common Stock,20426461264.0,1571215,4,False,2025-02-18,After market close,80.99,True,0.44,0.35,-4.194905351717695,5.8,+/-,85.58,85.46,86.45,86.45,85.16,80.99,81.99,85.25,80.77,80.14,82.03,78.91,79.89,80.85,79.57,,,,,,,"[3.5, -5.0, 1.5, 0.0]",0.44,"[3.5, -5.0, 1.5, 0.0]",3.5,-5.0,1.5,0.0,True,False,False,False,True,False,False,False,81.99,False,False
IP,International Paper Company Common Stock,29198719989.0,5739102,4,False,2025-01-30,Before market open,55.21,True,3.98,0.6,-1.6040013797861328,8.75,+/-,57.98,55.21,57.05,57.73,54.49,56.15,55.63,58.11,55.34,55.83,55.94,54.47,53.89,55.53,53.76,53.88,54.32,52.24,55.74,55.9,54.22,"[5.5, 5.0, -1.0, 5.0]",3.98,"[5.5, 5.0, -1.0, 5.0]",5.5,5.0,-1.0,5.0,True,False,True,False,False,False,True,False,57.05,False,False
IPG,Interpublic Group of Companies Inc. (The) Common Stock,10083808289.0,6038184,4,False,2025-02-12,Before market open,26.97,True,2.83,0.68,-1.4354066985645952,3.57,+/-,27.17,26.97,26.78,27.2,26.43,26.63,26.96,27.02,26.51,27.05,27.28,26.87,27.55,27.59,26.85,27.55,27.85,27.43,27.56,27.76,27.26,"[5.0, 5.0, 1.5, 0.1]",2.83,"[5.0, 5.0, 1.5, 0.1]",5.0,5.0,1.5,0.1,True,False,True,False,True,False,True,False,26.78,False,False
ITCI,Intra-Cellular Therapies Inc. Common Stock,13633799446.0,1263662,4,False,2025-02-21,Before market open,128.77,True,5.12,0.8,0.04667807686323501,4.94,+/+,128.54,128.77,128.6,128.77,128.52,,,,,,,,,,,,,,,,,"[10.0, 3.5, 1.0, 10.0]",5.12,"[10.0, 3.5, 1.0, 10.0]",10.0,3.5,1.0,10.0,False,False,False,False,False,False,False,False,128.6,True,True
INTU,Intuit Inc. Common Stock,158351391450.0,2006386,3,False,2024-11-21,After market close,667.07,True,3.8,0.75,-1.610420002463363,1.1,+/-,649.52,658.68,677.57,680.46,655.66,667.07,639.06,673.88,638.09,633.57,650.03,631.83,637.77,640.43,629.28,635.11,640.03,630.15,640.66,644.29,635.27,"[5.0, 5.0, -1.0, 5.0]",3.8,"[5.0, 5.0, -1.0, 5.0]",5.0,5.0,-1.0,5.0,False,False,False,False,False,True,False,False,639.06,False,False
LUNR,Intuitive Machines Inc. Class A Common Stock,2536768302.0,12821349,3,False,2024-11-14,Before market open,14.21,True,11.95,0.75,-13.010204081632647,-8.88,+/-,11.76,14.21,10.23,14.9,10.11,10.12,12.42,12.63,10.06,11.68,12.4,11.38,12.56,13.66,11.3,12.07,12.7,11.81,13.99,14.8,11.66,"[15.0, 15.0, -1.5, 15.0]",11.95,"[15.0, 15.0, -1.5, 15.0]",15.0,15.0,-1.5,15.0,False,False,False,False,False,True,False,False,10.23,False,False
ISRG,Intuitive Surgical Inc. Common Stock,211066024726.0,1673892,4,False,2025-01-23,After market close,581.9,True,4.06,0.65,-4.324678515848978,8.74,+/-,610.45,612.0,608.66,616.0,602.0,581.9,584.05,591.91,573.32,573.48,579.34,563.35,574.14,584.48,563.85,572.71,578.41,569.49,580.18,584.42,577.35,"[8.5, 5.0, -1.5, 3.5]",4.06,"[8.5, 5.0, -1.5, 3.5]",8.5,5.0,-1.5,3.5,True,False,True,False,False,False,True,False,584.05,False,False
IVZ,Invesco Ltd Common Stock,7856210361.0,3270279,4,False,2025-01-28,Before market open,18.75,True,5.7,0.85,8.957746478873238,0.07,+/+,17.75,18.75,19.34,19.49,18.46,19.34,19.0,19.37,18.86,19.22,19.55,19.08,19.23,19.51,19.08,18.34,18.74,18.27,18.39,18.54,18.26,"[10.0, 5.0, -0.5, 5.0]",5.7,"[10.0, 5.0, -0.5, 5.0]",10.0,5.0,-0.5,5.0,False,False,False,False,False,True,False,False,19.34,True,True
INVH,Invitation Homes Inc. Common Stock,19535988693.0,3260581,3,False,2024-10-30,After market close,31.8,True,4.1,0.68,-5.408690367669395,7.47,+/-,32.91,32.89,32.93,33.18,32.33,31.8,31.13,32.22,31.12,31.12,31.54,30.73,31.51,31.52,30.94,31.97,31.98,31.3,33.06,33.22,32.07,"[5.0, 6.5, 1.5, 5.0]",4.1,"[5.0, 6.5, 1.5, 5.0]",5.0,6.5,1.5,5.0,True,False,True,False,True,False,True,False,31.13,False,False
IONQ,IonQ Inc. Common Stock,6868289761.0,15732671,3,False,2024-11-06,After market close,16.43,True,20.83,0.75,44.039087947882734,13.79,+/+,15.35,16.73,16.45,16.83,15.85,16.43,22.11,22.62,16.29,24.79,25.68,21.31,23.52,24.49,21.3,23.01,25.44,22.0,26.76,27.65,23.67,"[15.0, 12.5, 0.25, 41.51]",20.83,"[15.0, 12.5, 0.25, 41.51]",15.0,12.5,0.25,41.51,False,False,False,False,False,False,False,False,22.11,True,True
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,26959540261.0,2392320,4,False,2025-02-13,Before market open,101.69,True,3.16,0.6,-7.281222622408258,4.17,+/-,102.73,101.69,95.25,102.85,94.44,95.0,95.41,96.96,93.95,94.21,96.59,92.98,92.87,93.84,91.46,93.5,94.39,91.32,91.78,94.14,91.41,"[5.0, 5.3, 1.5, 0.0]",3.16,"[5.0, 5.3, 1.5, 0.0]",5.0,5.3,1.5,0.0,True,False,True,False,True,False,False,False,95.25,False,False
ITRI,Itron Inc. Common Stock,4235714206.0,885866,3,False,2024-10-31,Before market open,110.3,True,8.6,0.78,7.6063932216445265,2.4,+/+,103.86,110.3,111.76,116.39,109.54,112.91,111.81,112.91,108.0,114.97,116.08,110.01,117.68,118.5,114.55,122.12,123.65,118.95,122.93,123.8,121.74,"[10.0, 5.0, 1.0, 15.0]",8.6,"[10.0, 5.0, 1.0, 15.0]",10.0,5.0,1.0,15.0,False,False,False,False,False,False,False,False,111.76,True,True
JBHT,J.B. Hunt Transport Services Inc. Common Stock,16910191585.0,1116008,3,False,2025-01-16,After market close,174.54,True,4.62,0.7,-7.556702139094917,10.82,+/-,186.06,185.37,185.72,187.02,183.86,174.54,172.0,177.94,170.96,173.98,175.51,171.88,174.45,175.74,172.57,169.84,176.54,168.99,169.52,170.61,168.6,"[7.5, 4.5, -1.0, 5.0]",4.62,"[7.5, 4.5, -1.0, 5.0]",7.5,4.5,-1.0,5.0,True,False,True,False,False,False,True,False,172.0,False,False
JD,JD.com Inc. American Depositary Shares,66689249123.0,22949256,3,False,2024-11-14,Before market open,35.43,True,3.38,0.75,-6.55645839170635,4.1,+/-,35.69,35.43,33.35,35.43,33.16,34.25,35.0,35.19,33.66,35.33,35.7,35.06,35.19,35.19,34.5,35.18,35.49,34.88,35.38,35.76,35.1,"[10.0, 7.5, 1.5, 0.0]",3.38,"[10.0, 7.5, 1.5, 0.0]",10.0,7.5,1.5,0.0,True,False,True,False,True,False,False,False,33.35,False,False
FROG,JFrog Ltd. Ordinary Shares,4349191305.0,2015752,4,False,2025-02-13,After market close,43.0,True,5.25,0.8,7.771459518007033,-11.19,+/+,36.93,37.22,37.71,37.89,36.56,43.0,39.8,43.0,39.36,42.03,42.14,39.85,39.82,41.87,39.73,39.2,39.53,38.58,38.53,39.53,38.43,"[10.5, 5.0, -2.0, 5.0]",5.25,"[10.5, 5.0, -2.0, 5.0]",10.5,5.0,-2.0,5.0,False,False,False,False,False,True,False,False,39.8,True,True
JPM,JP Morgan Chase & Co. Common Stock,738843075600.0,12801632,4,False,2025-01-15,Before market open,250.4,True,5.62,0.7,1.9719561967107107,4.44,+/+,247.47,250.4,252.35,253.67,243.68,254.0,254.27,257.04,252.33,259.16,260.62,252.14,263.03,264.25,259.5,262.84,263.38,260.25,265.95,266.86,263.81,"[7.5, 3.5, -1.0, 10.0]",5.62,"[7.5, 3.5, -1.0, 10.0]",7.5,3.5,-1.0,10.0,False,False,False,False,False,True,False,False,252.35,True,True
JBL,Jabil Inc. Common Stock,17753519950.0,1115942,3,False,2024-12-18,Before market open,148.17,True,5.1,0.75,7.263362197670939,-5.51,+/+,133.96,148.17,143.69,150.08,141.0,145.27,140.44,145.63,137.78,145.0,145.75,139.98,145.67,146.49,144.06,147.77,148.1,144.16,147.64,148.64,146.7,"[7.5, 5.0, 5.0, 2.5]",5.1,"[7.5, 5.0, 5.0, 2.5]",7.5,5.0,5.0,2.5,False,False,False,False,False,False,False,False,143.69,True,True
JKHY,Jack Henry & Associates Inc. Common Stock,12474978438.0,709347,4,False,2025-02-04,After market close,174.17,True,2.12,0.7,-1.1442956860052638,2.47,+/-,174.78,174.14,174.08,175.24,172.48,174.17,172.78,179.54,172.06,173.87,174.57,170.61,173.81,174.98,171.67,173.66,174.75,173.08,170.97,173.94,169.06,"[5.0, 4.5, 1.5, -2.0]",2.12,"[5.0, 4.5, 1.5, -2.0]",5.0,4.5,1.5,-2.0,True,False,True,False,True,False,False,False,172.78,False,False
JXN,Jackson Financial Inc. Class A Common Stock ,6034507181.0,1357525,4,False,2025-02-19,After market close,96.39,True,4.45,0.75,-12.760523089497338,5.97,+/-,97.88,95.84,93.58,97.31,93.23,96.39,85.39,97.04,84.52,81.7,88.28,81.16,,,,,,,,,,"[8.0, 5.0, 2.0, 3.5]",4.45,"[8.0, 5.0, 2.0, 3.5]",8.0,5.0,2.0,3.5,True,False,True,False,True,False,True,False,85.39,False,False
J,Jacobs Solutions Inc. Common Stock,15815486308.0,1583644,4,False,2025-02-04,Before market open,140.46,True,5.1,0.75,-3.451505980688854,3.89,+/-,138.78,140.46,133.99,144.97,133.41,135.23,132.27,135.25,130.0,133.48,134.96,131.66,133.93,135.35,133.0,134.39,135.67,133.72,133.22,134.13,131.51,"[8.5, 5.0, -0.2, 8.0]",5.1,"[8.5, 5.0, -0.2, 8.0]",8.5,5.0,-0.2,8.0,False,False,False,False,False,True,False,False,133.99,False,False
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),8222429058.0,575545,3,False,2024-11-06,After market close,116.86,True,7.11,0.78,6.865296598761546,2.24,+/+,111.43,113.05,111.55,114.12,110.63,116.86,119.08,121.24,115.77,123.61,123.97,118.06,127.12,127.36,123.12,127.74,128.37,126.0,127.65,128.99,127.14,"[10.5, 5.0, 1.0, 10.0]",7.11,"[10.5, 5.0, 1.0, 10.0]",10.5,5.0,1.0,10.0,False,False,False,False,False,False,False,False,119.08,True,True
JEF,Jefferies Financial Group Inc. Common Stock,13523934148.0,2070244,4,False,2025-01-08,After market close,74.66,True,1.8,0.65,-10.178436793164105,7.98,+/-,79.58,79.21,80.13,80.71,78.79,74.66,71.48,74.66,70.14,70.88,71.42,69.44,71.52,72.3,71.26,74.32,75.3,73.81,74.46,76.05,74.41,"[5.0, 2.5, 0.0, 0.0]",1.8,"[5.0, 2.5, 0.0, 0.0]",5.0,2.5,0.0,0.0,True,False,True,False,False,False,False,False,71.48,False,False
JBLU,JetBlue Airways Corporation Common Stock,2474537339.0,20929707,4,False,2025-01-28,Before market open,6.98,True,-10.46,0.3,-25.710754017305316,3.26,-/-,8.09,6.98,6.01,6.98,5.75,6.0,6.1,6.26,5.74,6.32,6.41,5.97,6.58,7.18,6.38,6.04,6.38,6.02,6.18,6.19,6.02,"[-15.0, 5.0, 0.2, -25.0]",-10.46,"[-15.0, 5.0, 0.2, -25.0]",-15.0,5.0,0.2,-25.0,False,False,True,False,True,False,False,False,6.01,True,False
JOBY,Joby Aviation Inc. Common Stock,5340297160.0,13424071,3,False,2024-11-06,After market close,4.94,True,-2.23,0.5,0.0,0.91,-/-,5.1,5.2,5.07,5.29,5.0,4.94,5.1,5.15,4.87,5.21,5.3,5.05,6.27,6.28,5.34,6.32,6.4,5.95,5.9,6.3,5.78,"[-10.0, 5.0, 0.1, -1.0]",-2.23,"[-10.0, 5.0, 0.1, -1.0]",-10.0,5.0,0.1,-1.0,False,False,True,False,True,False,False,False,5.1,True,False
JNJ,Johnson & Johnson Common Stock,390756189274.0,12540628,4,False,2025-01-22,Before market open,144.0,True,-1.6,0.4,-1.943975700303743,1.2,-/-,148.15,144.0,145.27,145.47,142.11,145.44,146.64,147.91,144.81,146.82,147.63,146.38,152.89,153.45,148.0,150.38,152.97,150.3,151.15,151.88,150.0,"[3.0, -5.0, -2.0, -5.0]",-1.6,"[3.0, -5.0, -2.0, -5.0]",3.0,-5.0,-2.0,-5.0,True,False,False,False,False,False,False,False,145.27,True,False
JCI,Johnson Controls International plc Ordinary Share,56335470050.0,4748477,4,False,2025-02-05,Before market open,87.11,True,1.45,0.5,11.28218398240393,-11.26,+/+,77.29,87.11,86.01,88.9,85.41,86.93,88.0,88.37,85.65,87.65,88.75,87.37,89.52,89.95,88.78,89.16,89.77,88.51,89.03,89.35,87.34,"[3.5, 2.5, -3.0, 1.5]",1.45,"[3.5, 2.5, -3.0, 1.5]",3.5,2.5,-3.0,1.5,False,False,False,False,False,True,False,False,86.01,True,True
JLL,Jones Lang LaSalle Incorporated Common Stock,12419972171.0,420597,4,False,2025-02-19,Before market open,274.18,True,4.22,0.55,-0.9364690858784872,6.96,+/-,281.91,274.18,279.27,283.48,272.92,276.39,272.28,277.6,271.47,262.07,273.35,259.77,,,,,,,,,,"[15.0, 3.0, -1.0, 0.4]",4.22,"[15.0, 3.0, -1.0, 0.4]",15.0,3.0,-1.0,0.4,True,False,True,False,False,False,True,False,279.27,False,False
JNPR,Juniper Networks Inc. Common Stock,11915895161.0,3252650,4,False,2025-02-04,After market close,36.0,True,0.93,0.4,4.30760335357038,-3.15,+/+,34.59,34.97,35.65,35.65,34.72,36.0,36.08,36.24,35.38,36.0,36.28,35.8,35.7,36.03,35.68,35.97,36.28,35.74,36.1,36.32,35.81,"[7.0, -8.0, 1.0, 5.0]",0.93,"[7.0, -8.0, 1.0, 5.0]",7.0,-8.0,1.0,5.0,False,False,False,True,False,False,False,False,36.08,True,True
BZ,KANZHUN LIMITED American Depository Shares,7038820096.0,6053609,3,False,2024-12-11,Before market open,14.15,True,4.88,0.75,2.6931254429482694,4.6,+/+,14.11,14.15,14.49,14.8,13.99,14.35,14.78,15.17,14.35,14.58,14.77,14.32,13.81,14.32,13.76,13.91,14.02,13.73,13.66,14.14,13.5,"[10.0, 5.0, 1.5, 1.2]",4.88,"[10.0, 5.0, 1.5, 1.2]",10.0,5.0,1.5,1.2,False,False,False,False,False,False,False,False,14.49,True,True
KBH,KB Home Common Stock,4420326854.0,824320,4,False,2025-01-13,After market close,71.36,True,1.69,0.6,6.289707750952987,-11.67,+/+,62.96,62.6,63.84,64.01,62.19,71.36,66.92,72.37,65.06,68.27,71.38,67.94,68.0,68.13,65.89,67.64,69.49,67.14,66.78,69.22,66.52,"[8.0, -5.0, 1.0, 0.15]",1.69,"[8.0, -5.0, 1.0, 0.15]",8.0,-5.0,1.0,0.15,False,False,False,True,False,False,False,False,66.92,True,True
KBR,KBR Inc. Common Stock,6547511880.0,2616731,3,False,2024-10-23,Before market open,68.12,True,1.45,0.65,-4.471660495585304,4.45,+/-,70.22,68.12,67.08,71.0,66.2,67.03,66.88,67.39,66.35,66.58,67.36,66.27,67.03,67.26,66.72,67.09,67.2,66.37,68.11,68.34,66.83,"[5.0, 3.5, 0.0, -2.0]",1.45,"[5.0, 3.5, 0.0, -2.0]",5.0,3.5,0.0,-2.0,True,False,True,False,False,False,False,False,67.08,False,False
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),25018142124.0,8917311,3,False,2024-11-21,Before market open,19.25,True,6.67,0.75,-1.2357884330202669,11.52,+/-,20.23,19.25,19.98,20.52,18.85,19.39,19.4,19.53,18.92,18.4,19.03,18.38,18.72,18.78,18.01,19.01,19.62,19.0,18.85,19.09,18.51,"[12.5, 5.25, 2.5, 5.0]",6.67,"[12.5, 5.25, 2.5, 5.0]",12.5,5.25,2.5,5.0,True,False,True,False,True,False,True,False,19.98,False,False
KKR,KKR & Co. Inc. Common Stock,117441626348.0,4231634,4,False,2025-02-04,Before market open,161.87,True,2.3,0.75,-8.528366621737526,3.13,+/-,163.22,161.87,149.3,162.39,149.0,146.92,153.81,154.4,146.92,151.59,155.61,149.21,148.61,152.59,148.39,147.93,151.4,146.56,142.46,146.87,141.88,"[5.0, 3.5, -2.0, 1.0]",2.3,"[5.0, 3.5, -2.0, 1.0]",5.0,3.5,-2.0,1.0,True,False,True,False,False,False,True,False,149.3,False,False
KLAC,KLA Corporation Common Stock,100236472508.0,872447,4,False,2025-01-30,After market close,758.93,True,4.44,0.8,3.544328653379522,-2.01,+/+,712.97,731.28,742.43,746.11,722.0,758.93,738.24,770.25,735.0,740.21,753.0,726.37,749.32,756.0,732.83,759.15,761.92,740.94,761.82,764.24,753.22,"[8.0, 4.5, 1.2, 3.0]",4.44,"[8.0, 4.5, 1.2, 3.0]",8.0,4.5,1.2,3.0,False,False,False,False,False,False,False,False,738.24,True,True
